MS,MS Name,CCI,Ver,Title,Fund,Priority,TO,To short,Category of region,EAFRD MEASURE,EAFRD FA,EU Amount,National Amount,Total Amount,EU co-financing,TO long
DE,Germany,2014DE06RDRP021,1.2,Germany - Rural Development Programme (Regional) - Schleswig-Holstein,EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2A,5000000,0,5000000,100%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP021,1.2,Germany - Rural Development Programme (Regional) - Schleswig-Holstein,EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,9500000,500000,10000000,95%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP021,1.2,Germany - Rural Development Programme (Regional) - Schleswig-Holstein,EAFRD,P4,1,Research & Innovation,n.a.,M02,FA_P4,7500000,6650943.4,14150943.4,53%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP021,1.2,Germany - Rural Development Programme (Regional) - Schleswig-Holstein,EAFRD,P4,1,Research & Innovation,n.a.,M16,FA_P4,2700000,675000,3375000,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2A,1800000,600000,2400000,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,3690000,1230000,4920000,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P3,1,Research & Innovation,n.a.,M02,FA_3A,330000,110000,440000,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P3,1,Research & Innovation,n.a.,M16,FA_3A,2050000,683333.33,2733333.33,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P4,1,Research & Innovation,n.a.,M02,FA_P4,690000,230000,920000,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P4,1,Research & Innovation,n.a.,M16,FA_P4,2050000,683333.33,2733333.33,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P6,1,Research & Innovation,n.a.,M02,FA_6A,180000,60000,240000,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE06RDRP023,1.4,Germany - Rural Development Programme (Regional) - Thuringia,EAFRD,P6,1,Research & Innovation,n.a.,M16,FA_6A,410000,136666.67,546666.67,75%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16M2OP001,1.3,OP Niedersachsen ERDF/ESF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,127500000,191250000,318750000,40%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16M2OP001,1.3,OP Niedersachsen ERDF/ESF 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,61900000,92850000,154750000,40%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP001,1.2,OP Baden-Württemberg ERDF 2014-2020,ERDF,A,1,Research & Innovation,More developed,n.a.,n.a.,172908030,172908030,345816060,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP002,1.3,OP Bayern ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,132898000,132898000,265796000,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP003,1.2,OP Berlin  ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,302843602,302843602,605687204,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP004,1.4,OP Brandenburg  ERDF 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,346000000,86500000,432500000,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP005,1.2,OP Bremen  ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,51350249,51350249,102700498,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP006,1.3,OP Hamburg  ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,29289607,29289607,58579214,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP007,1.2,OP Hessen  ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,91839112,91839112,183678224,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP008,1.2,OP Mecklenburg-Vorpommern  ERDF 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,245832000,61458000,307290000,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP009,1.2,OP Nordrhein-Westfalen  ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,465304708,465304708,930609416,50%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP010,1.2,OP Rheinland-Pfalz  ERDF 2014-2020,ERDF,PA 1,1,Research & Innovation,More developed,n.a.,n.a.,74410298,79350298,153760596,48.39%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP011,1.2,OP Saarland  ERDF 2014-2020,ERDF,PA A,1,Research & Innovation,More developed,n.a.,n.a.,40040000,42190000,82230000,48.69%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP012,1.2,OP Sachsen ERDF 2014-2020,ERDF,A,1,Research & Innovation,More developed,n.a.,n.a.,83872000,20968001,104840001,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP012,1.2,OP Sachsen ERDF 2014-2020,ERDF,A,1,Research & Innovation,Transition,n.a.,n.a.,744419593,186104899,930524492,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP013,1.2,OP Sachsen-Anhalt ERDF 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,422993676,105779180,528772856,80%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP014,1.1,OP Schleswig-Holstein ERDF 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,92650000,103900000,196550000,47.14%,"Strengthening research, technological development and innovation"
DE,Germany,2014DE16RFOP015,1.2,OP Thüringen ERDF 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,333000000,83250000,416250000,80%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK06RDNP001,1.2,Denmark - Rural Development Programme (National),EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,16216582,14380742.53,30597324.53,53%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK06RDNP001,1.2,Denmark - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M16,FA_5C,2315,578.75,2893.75,80%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK16RFOP001,1.3,Innovation and Sustainable Growth in Businesses. National Programme for the European Regional Fund – 2014-2020,ERDF,1,1,Research & Innovation,More developed,n.a.,n.a.,68102435,68102435,136204870,50%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK16RFOP001,1.3,Innovation and Sustainable Growth in Businesses. National Programme for the European Regional Fund – 2014-2020,ERDF,1,1,Research & Innovation,Transition,n.a.,n.a.,17385843,11590562,28976405,60%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK16RFOP001,1.3,Innovation and Sustainable Growth in Businesses. National Programme for the European Regional Fund – 2014-2020,ERDF,4,1,Research & Innovation,More developed,n.a.,n.a.,1645962,1645962,3291924,50%,"Strengthening research, technological development and innovation"
DK,Denmark,2014DK16RFOP001,1.3,Innovation and Sustainable Growth in Businesses. National Programme for the European Regional Fund – 2014-2020,ERDF,4,1,Research & Innovation,Transition,n.a.,n.a.,420197,280131,700328,60%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2A,4325000,675000,5000000,86.5%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2B,340000,60000,400000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,10413000,1287000,11700000,89%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P3,1,Research & Innovation,n.a.,M02,FA_3A,42500,7500,50000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P3,1,Research & Innovation,n.a.,M02,FA_3B,85000,15000,100000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P3,1,Research & Innovation,n.a.,M16,FA_3A,3560000,440000,4000000,89%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P4,1,Research & Innovation,n.a.,M02,FA_P4,569500,100500,670000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P4,1,Research & Innovation,n.a.,M16,FA_P4,1335000,165000,1500000,89%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5A,212500,37500,250000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5B,85000,15000,100000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5C,8500,1500,10000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5D,8500,1500,10000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5E,8500,1500,10000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M16,FA_5C,1335000,165000,1500000,89%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE06RDNP001,1.4,Estonia - Rural Development Programme (National),EAFRD,P6,1,Research & Innovation,n.a.,M02,FA_6A,1700000,300000,2000000,85%,"Strengthening research, technological development and innovation"
EE,Estonia,2014EE16M3OP001,1.3,Operational Programme for Cohesion Policy Funding 2014-2020,ERDF,4,1,Research & Innovation,Less developed,n.a.,n.a.,642313830,445315711,1087629541,59.06%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,8671813.14,7690098.45,16361911.59,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P3,1,Research & Innovation,n.a.,M02,FA_3A,1696000,1504000,3200000,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P3,1,Research & Innovation,n.a.,M16,FA_3A,21586221.95,10918700.66,32504922.61,66.41%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P4,1,Research & Innovation,n.a.,M16,FA_P4,2710133.79,2403326.19,5113459.98,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M16,FA_5A,2710134,2403326.38,5113460.38,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M16,FA_5B,1986832.21,496708.06,2483540.27,80%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDNP001,1.4,Spain - Rural Development Programme (National),EAFRD,P5,1,Research & Innovation,n.a.,M16,FA_5C,2071508.91,1836998.47,3908507.38,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2A,37032891,12344297,49377188,75%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,17455132,1939459.11,19394591.11,90%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P3,1,Research & Innovation,n.a.,M16,FA_3A,4230000,470000,4700000,90%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P4,1,Research & Innovation,n.a.,M02,FA_P4,2072655,690885,2763540,75%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P5,1,Research & Innovation,n.a.,M02,FA_5C,725429,241809.67,967238.67,75%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P6,1,Research & Innovation,n.a.,M02,FA_6B,2072655,690885,2763540,75%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP001,1.3,Spain - Rural Development Programme (Regional) - Andalucía,EAFRD,P6,1,Research & Innovation,n.a.,M16,FA_6B,4663475,518163.89,5181638.89,90%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P2,1,Research & Innovation,n.a.,M02,FA_2A,4886756,4333538.34,9220294.34,53%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P2,1,Research & Innovation,n.a.,M16,FA_2A,8024369,2006092.25,10030461.25,80%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P3,1,Research & Innovation,n.a.,M16,FA_3A,8677924,2169481,10847405,80%,"Strengthening research, technological development and innovation"
ES,Spain,2014ES06RDRP002,1.2,Spain - Rural Development Programme (Regional) - Aragón,EAFRD,P4,1,Research & Innovation,n.a.,M16,FA_P4,2962247,740561.75,3702808.75,80%,"Strengthening research, technological development and innovation"
